Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2422,528228340,120,RL,,3196,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,2,PConc,4.0,3.0,4,1,0.0,1,0.0,1273.0,1273.0,GasA,4,1,4,1456,0,0,1456,0.0,0.0,2,0,2,1,3,7,7,1,3.0,Attchd,2003.0,3,2.0,400.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0,,0,5,2006,WD ,Normal,215000
2423,528228360,120,RL,,2938,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,2,PConc,4.0,3.0,3,6,1038.0,1,0.0,330.0,1368.0,GasA,4,1,4,1511,0,0,1511,1.0,0.0,2,0,2,1,3,5,7,1,3.0,Attchd,2002.0,3,2.0,398.0,3.0,3.0,2,130,30,0,0,0,0,0.0,0,,0,5,2006,WD ,Normal,246990
2424,528228415,120,RM,,3072,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1375.0,1375.0,GasA,4,1,4,1414,0,0,1414,0.0,0.0,2,0,2,1,3,6,7,1,3.0,Attchd,2004.0,3,2.0,398.0,3.0,3.0,2,144,20,0,0,0,0,0.0,0,,0,5,2006,WD ,Normal,178740
2425,528228430,120,RM,,3072,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,3,2,PConc,4.0,3.0,1,6,1059.0,1,0.0,306.0,1365.0,GasA,4,1,4,1548,0,0,1548,1.0,0.0,2,0,2,1,3,7,7,1,3.0,Attchd,2004.0,3,2.0,388.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0,,0,9,2006,WD ,Normal,225000
2426,528228545,120,RL,43.0,3010,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,4.0,3.0,3,6,16.0,1,0.0,1232.0,1248.0,GasA,4,1,4,1248,0,0,1248,0.0,0.0,2,0,2,1,3,5,7,0,0.0,Attchd,2005.0,3,2.0,438.0,3.0,3.0,2,108,0,0,0,0,0,0.0,0,,0,3,2006,New,Partial,167240
2427,528228550,120,RL,43.0,3010,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,3,2,PConc,4.0,3.0,4,6,16.0,1,0.0,1126.0,1142.0,GasA,4,1,4,1142,0,0,1142,0.0,0.0,2,0,2,1,3,6,7,0,0.0,Attchd,2005.0,3,2.0,440.0,3.0,3.0,2,90,0,0,0,0,0,0.0,0,,0,6,2006,New,Partial,156820
2428,528228565,120,RL,43.0,3013,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,3,2,PConc,4.0,3.0,4,6,16.0,1,0.0,1346.0,1362.0,GasA,4,1,4,1506,0,0,1506,0.0,0.0,2,0,2,1,3,6,7,1,4.0,Attchd,2005.0,3,2.0,440.0,3.0,3.0,2,142,20,0,0,0,0,0.0,0,,0,4,2006,WD ,Normal,213490
2429,528228575,120,RL,53.0,3982,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,4.0,3,6,1154.0,1,0.0,366.0,1520.0,GasA,4,1,4,1567,0,0,1567,1.0,0.0,2,0,1,1,4,7,7,1,4.0,Attchd,2006.0,3,3.0,648.0,3.0,3.0,2,312,0,0,0,0,0,0.0,0,,0,10,2006,New,Partial,264561
2430,528228580,120,RL,53.0,4045,1,No,3,Lvl,2,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,45.0,3,2,PConc,4.0,3.0,3,6,1070.0,1,0.0,286.0,1356.0,GasA,4,1,4,1500,0,0,1500,1.0,0.0,2,0,2,1,3,6,7,1,4.0,Attchd,2006.0,3,3.0,648.0,3.0,3.0,2,161,20,0,0,0,0,0.0,0,,0,10,2006,New,Partial,246578
2431,528231050,60,RL,60.0,21930,1,No,0,Lvl,2,Inside,2,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,4.0,3,1,0.0,1,0.0,732.0,732.0,GasA,4,1,4,734,1104,0,1838,0.0,0.0,2,1,4,1,2,7,7,1,4.0,BuiltIn,2005.0,3,2.0,372.0,3.0,3.0,2,100,40,0,0,0,0,0.0,0,,0,7,2006,WD ,Normal,192140
2432,528235050,60,RL,,7861,1,No,2,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,6,457.0,1,0.0,326.0,783.0,GasA,4,1,4,807,702,0,1509,1.0,0.0,2,1,3,1,3,7,7,1,4.0,Attchd,2002.0,3,2.0,393.0,3.0,3.0,2,100,75,0,0,0,0,0.0,0,,0,6,2006,WD ,Normal,183200
2433,528235130,60,RL,74.0,9056,1,No,2,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,5.0,4.0,3,1,0.0,1,0.0,707.0,707.0,GasA,4,1,4,707,707,0,1414,0.0,0.0,2,1,3,1,3,6,7,1,4.0,Attchd,2004.0,3,2.0,403.0,3.0,3.0,2,100,35,0,0,0,0,0.0,0,,0,10,2006,WD ,Normal,178000
2434,528235190,60,RL,59.0,9171,1,No,2,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,3,1,0.0,1,0.0,848.0,848.0,GasA,4,1,4,848,750,0,1598,0.0,0.0,2,1,3,1,3,7,7,1,4.0,Attchd,2004.0,3,2.0,433.0,3.0,3.0,2,100,48,0,0,0,0,0.0,0,,0,7,2006,WD ,Normal,201490
2435,528240080,60,RL,106.0,11194,1,No,2,Lvl,2,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1406.0,1406.0,GasA,4,1,4,1454,482,0,1936,0.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,2000.0,2,2.0,504.0,3.0,3.0,2,188,124,0,0,0,0,0.0,0,,0,11,2006,WD ,Normal,230500
2436,528250060,60,RL,63.0,7875,1,No,3,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,783.0,783.0,GasA,4,1,4,807,702,0,1509,0.0,0.0,2,1,3,1,3,8,7,1,4.0,Attchd,2003.0,3,2.0,393.0,3.0,3.0,2,0,75,0,0,0,0,0.0,0,,0,7,2006,WD ,Normal,180000
2437,528275060,60,RL,,8121,1,No,2,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,4.0,3.0,1,1,0.0,1,0.0,953.0,953.0,GasA,4,1,4,953,711,0,1664,0.0,0.0,2,1,3,1,2,7,7,1,3.0,Attchd,2000.0,2,2.0,460.0,3.0,3.0,2,100,40,0,0,0,0,0.0,0,,0,1,2006,WD ,Normal,172400
2438,528275080,60,RL,,8658,1,No,2,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,4.0,3.0,1,5,732.0,1,0.0,250.0,982.0,GasA,4,1,4,1008,881,0,1889,0.0,0.0,2,1,3,1,2,9,7,1,3.0,Attchd,2000.0,3,2.0,431.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,4,2006,WD ,Normal,215000
2439,528280100,60,RL,,11214,1,No,2,Lvl,2,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,930.0,930.0,GasA,3,1,4,956,930,0,1886,0.0,0.0,2,1,4,1,3,10,7,1,3.0,Attchd,1998.0,3,2.0,431.0,3.0,3.0,2,89,0,0,0,0,0,0.0,0,,0,7,2006,WD ,Normal,199900
2440,528290140,60,RL,58.0,10852,1,No,2,Lvl,2,Inside,2,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,4.0,3.0,1,6,786.0,1,0.0,173.0,959.0,GasA,4,1,4,959,712,0,1671,1.0,0.0,2,1,3,1,2,7,7,1,3.0,Attchd,2000.0,3,2.0,472.0,3.0,3.0,2,0,38,0,0,0,0,0.0,0,,0,2,2006,WD ,Normal,173000
2441,528292080,60,RL,,12104,1,No,2,Lvl,2,FR3,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1035.0,1035.0,GasA,3,1,4,1082,1240,0,2322,0.0,0.0,3,1,4,1,3,8,7,0,0.0,Attchd,2006.0,2,3.0,617.0,3.0,3.0,2,400,45,0,0,0,0,0.0,0,,0,8,2006,New,Partial,287602
2442,528294070,60,RL,66.0,8738,1,No,2,Lvl,2,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,975.0,975.0,GasA,4,1,4,1005,1286,0,2291,0.0,0.0,2,1,4,1,3,8,7,1,3.0,BuiltIn,1999.0,3,2.0,429.0,3.0,3.0,2,192,0,0,0,0,0,0.0,0,,0,2,2006,WD ,Normal,230000
2443,528315030,60,RL,82.0,9452,1,No,3,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,3,2,PConc,4.0,3.0,1,6,1074.0,1,0.0,322.0,1396.0,GasA,4,1,4,1407,985,0,2392,1.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1997.0,3,3.0,870.0,3.0,3.0,2,0,70,0,0,0,0,0.0,0,,0,6,2006,WD ,Normal,348000
2444,528315070,60,RL,84.0,9660,1,No,2,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,3,2,PConc,4.0,3.0,1,6,791.0,1,0.0,253.0,1044.0,GasA,4,1,4,1079,897,0,1976,1.0,0.0,2,1,3,1,3,7,7,1,5.0,Attchd,1998.0,3,3.0,885.0,3.0,3.0,2,210,31,0,0,0,0,0.0,0,,0,2,2006,WD ,Normal,286000
2445,528315080,60,RL,83.0,9545,1,No,3,Lvl,2,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,3,2,PConc,4.0,3.0,2,6,505.0,1,0.0,655.0,1160.0,GasA,4,1,4,1205,1029,0,2234,1.0,0.0,2,1,3,1,3,7,7,1,3.0,BuiltIn,2000.0,2,3.0,768.0,3.0,3.0,2,0,50,0,0,0,0,0.0,0,,0,6,2006,WD ,Normal,300000
2446,528320060,60,RL,118.0,35760,1,No,2,Lvl,2,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,3,3,PConc,5.0,3.0,4,6,1387.0,1,0.0,543.0,1930.0,GasA,4,1,4,1831,1796,0,3627,1.0,0.0,3,1,4,1,3,10,7,1,3.0,Attchd,1995.0,3,3.0,807.0,3.0,3.0,2,361,76,0,0,0,0,0.0,0,,0,7,2006,WD ,Normal,625000
2447,528327010,60,RL,,9233,1,No,2,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,877.0,3,2,PConc,5.0,3.0,3,6,1182.0,1,0.0,358.0,1540.0,GasA,4,1,4,1540,1315,0,2855,1.0,0.0,2,1,4,1,4,9,7,1,3.0,Attchd,2000.0,2,3.0,774.0,3.0,3.0,2,247,55,0,0,0,0,0.0,0,,0,3,2006,WD ,Normal,405000
2448,528344060,60,RL,78.0,12011,1,No,2,Lvl,2,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,3,2,PConc,4.0,3.0,3,6,956.0,1,0.0,130.0,1086.0,GasA,4,1,4,1086,838,0,1924,1.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1998.0,2,2.0,592.0,3.0,3.0,2,208,75,0,0,374,0,0.0,0,,0,6,2006,WD ,Normal,280000
2449,528348010,60,RL,93.0,12090,1,No,3,Lvl,2,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1141.0,1141.0,GasA,3,1,4,1165,1098,0,2263,0.0,0.0,2,1,4,1,3,10,7,1,3.0,BuiltIn,1998.0,3,2.0,420.0,3.0,3.0,2,144,123,0,0,0,0,0.0,0,,0,7,2006,WD ,Abnorml,258000
2450,528358030,60,RL,83.0,10019,1,No,2,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,3,2,PConc,4.0,3.0,1,5,527.0,1,0.0,815.0,1342.0,GasA,4,1,4,1358,1368,0,2726,0.0,0.0,2,1,4,1,3,9,7,1,5.0,Attchd,1995.0,2,3.0,725.0,3.0,3.0,2,307,169,168,0,0,0,0.0,0,,0,6,2006,WD ,Normal,350000
2451,528360050,60,RL,114.0,17242,1,No,2,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,3,3,PConc,5.0,3.0,4,3,292.0,6,1393.0,48.0,1733.0,GasA,4,1,4,1933,1567,0,3500,1.0,0.0,3,1,4,1,4,11,7,1,3.0,Attchd,1993.0,2,3.0,959.0,3.0,3.0,2,870,86,0,0,210,0,0.0,0,,0,5,2006,WD ,Normal,584500
2452,528363070,60,RL,,10236,1,No,2,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501.0,3,2,PConc,4.0,3.0,4,6,380.0,4,168.0,742.0,1290.0,GasA,4,1,4,1305,1189,0,2494,1.0,0.0,2,1,4,1,3,9,7,1,3.0,Attchd,1994.0,3,3.0,803.0,3.0,3.0,2,200,95,0,0,0,0,0.0,4,,0,6,2006,WD ,Normal,321000
2453,528365090,60,RL,92.0,10120,1,No,3,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,3,2,PConc,4.0,3.0,1,6,740.0,1,0.0,425.0,1165.0,GasA,4,1,4,1203,1323,0,2526,1.0,0.0,2,1,4,1,3,8,7,1,3.0,Attchd,1994.0,2,3.0,844.0,3.0,3.0,2,309,78,0,0,0,0,0.0,0,,0,12,2006,WD ,Normal,290000
2454,528366040,60,RL,,12585,1,No,2,Lvl,2,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,3,2,PConc,4.0,3.0,1,2,247.0,6,1039.0,0.0,1286.0,GasA,4,1,4,1565,1234,0,2799,1.0,0.0,2,1,3,1,3,8,7,1,3.0,Attchd,1993.0,3,3.0,704.0,3.0,3.0,2,432,136,0,0,0,0,0.0,0,,0,10,2006,WD ,Normal,315000
2455,528429060,60,RL,75.0,12447,1,No,2,Lvl,2,Inside,2,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,3,2,PConc,4.0,4.0,1,1,0.0,1,0.0,1100.0,1100.0,GasA,4,1,4,1116,848,0,1964,0.0,0.0,2,1,3,1,3,8,7,1,4.0,BuiltIn,2005.0,3,2.0,760.0,3.0,3.0,2,200,70,0,0,0,0,0.0,0,,0,1,2006,New,Partial,252000
2456,528429100,20,RL,49.0,15218,1,No,2,Lvl,2,CulDSac,2,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,3,2,PConc,5.0,4.0,1,6,1562.0,1,0.0,108.0,1670.0,GasA,4,1,4,1670,0,0,1670,1.0,0.0,2,1,2,1,3,6,7,1,4.0,Attchd,2006.0,2,3.0,928.0,3.0,3.0,2,0,240,200,0,0,0,0.0,0,,0,9,2006,New,Partial,336820
2457,528429120,20,RL,49.0,20896,1,No,1,Lvl,2,CulDSac,2,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,5.0,3.0,2,6,1721.0,1,0.0,356.0,2077.0,GasA,4,1,4,2097,0,0,2097,1.0,0.0,1,1,1,1,4,8,7,1,5.0,Attchd,2005.0,3,3.0,1134.0,3.0,3.0,2,192,267,0,0,0,0,0.0,0,,0,1,2006,New,Partial,423000
2458,528429130,20,RL,85.0,10182,1,No,2,Lvl,2,CulDSac,2,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,3,2,PConc,5.0,3.0,2,6,1220.0,1,0.0,440.0,1660.0,GasA,4,1,4,1660,0,0,1660,1.0,0.0,2,0,3,1,3,8,7,1,4.0,Attchd,2006.0,2,2.0,500.0,3.0,3.0,2,322,50,0,0,0,0,0.0,0,,0,5,2006,New,Partial,290000
2459,528439030,20,RL,73.0,8688,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,3,2,PConc,4.0,3.0,3,1,0.0,1,0.0,1616.0,1616.0,GasA,4,1,4,1616,0,0,1616,0.0,0.0,2,0,3,1,3,7,7,0,0.0,Attchd,2005.0,2,3.0,834.0,3.0,3.0,2,208,59,0,0,0,0,0.0,0,,0,4,2006,WD ,Normal,232000
2460,528445010,20,RL,85.0,10936,1,No,3,Lvl,2,Corner,2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1504.0,1504.0,GasA,4,1,4,1504,0,0,1504,0.0,0.0,2,0,3,1,3,7,7,0,0.0,Attchd,2006.0,3,2.0,510.0,3.0,3.0,2,144,0,0,0,0,0,0.0,0,,0,9,2006,New,Partial,199000
2461,528456200,20,FV,72.0,8640,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,6,24.0,1,0.0,1254.0,1278.0,GasA,4,1,4,1278,0,0,1278,0.0,0.0,2,0,2,1,3,5,7,0,0.0,Attchd,2006.0,2,2.0,584.0,3.0,3.0,2,0,60,0,0,0,0,0.0,0,,0,10,2006,New,Partial,198600
2462,528477010,60,FV,100.0,13162,1,No,3,Lvl,2,Corner,2,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,5.0,3.0,1,6,1836.0,1,0.0,200.0,2036.0,GasA,4,1,4,2036,604,0,2640,1.0,0.0,3,1,3,1,4,11,7,1,4.0,Attchd,2006.0,2,3.0,792.0,3.0,3.0,2,0,265,0,0,0,0,0.0,0,,0,11,2006,New,Partial,405749
2463,528477030,20,FV,81.0,11216,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,4.0,1,1,0.0,1,0.0,1489.0,1489.0,GasA,4,1,4,1489,0,0,1489,0.0,0.0,2,0,3,1,3,7,7,1,4.0,Attchd,2006.0,2,2.0,776.0,3.0,3.0,2,0,140,0,0,0,0,0.0,0,,0,6,2006,New,Partial,232600
2464,528480070,60,FV,84.0,10728,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,2,1,0.0,1,0.0,1095.0,1095.0,GasA,3,1,4,1095,844,0,1939,0.0,0.0,2,1,3,1,3,8,7,1,4.0,Attchd,2006.0,2,3.0,1053.0,3.0,3.0,2,192,51,0,0,0,0,0.0,0,,0,8,2006,New,Partial,266000
2465,528480100,60,FV,65.0,8125,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,756.0,756.0,GasA,4,1,4,756,797,0,1553,0.0,0.0,2,1,3,1,3,6,7,0,0.0,Attchd,2005.0,2,2.0,615.0,3.0,3.0,2,0,45,0,0,0,0,0.0,0,,0,3,2006,New,Partial,186500
2466,528480110,60,FV,65.0,8125,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,858.0,858.0,GasA,4,1,4,858,858,0,1716,0.0,0.0,2,1,3,1,3,7,7,0,0.0,Attchd,2005.0,2,2.0,615.0,3.0,3.0,2,0,53,0,0,0,0,0.0,0,,0,2,2006,WD ,Normal,200825
2467,528480150,60,FV,65.0,8125,1,No,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,4.0,1,1,0.0,1,0.0,770.0,770.0,GasA,4,1,4,778,798,0,1576,0.0,0.0,2,1,3,1,3,6,7,0,0.0,Attchd,2006.0,2,2.0,614.0,3.0,3.0,2,0,50,0,0,0,0,0.0,0,,0,8,2006,New,Partial,197000
2468,528488110,20,FV,60.0,7200,1,Pave,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,3,2,PConc,4.0,3.0,1,6,905.0,1,0.0,357.0,1262.0,GasA,3,1,4,1262,0,0,1262,0.0,0.0,2,0,2,1,3,5,7,0,0.0,Attchd,2006.0,3,2.0,572.0,3.0,3.0,2,0,120,0,0,0,0,0.0,0,,0,5,2006,New,Partial,185000
2469,528488120,20,FV,62.0,7500,1,Pave,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1257.0,1257.0,GasA,4,1,4,1266,0,0,1266,0.0,0.0,2,0,3,1,3,6,7,1,3.0,Attchd,2005.0,1,2.0,453.0,3.0,3.0,2,38,144,0,0,0,0,0.0,0,,0,4,2006,WD ,Normal,176000
2470,528488130,20,FV,60.0,7200,1,Pave,3,Lvl,2,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,4.0,1,1,0.0,1,0.0,1293.0,1293.0,GasA,4,1,4,1301,0,0,1301,1.0,0.0,2,0,2,1,3,5,7,1,4.0,Attchd,2006.0,2,2.0,572.0,3.0,3.0,2,216,121,0,0,0,0,0.0,0,,0,8,2006,New,Partial,187750
2471,531363080,20,RL,74.0,7733,1,No,2,Lvl,2,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,3.0,3.0,2,6,24.0,1,0.0,1118.0,1142.0,GasA,4,1,4,1142,0,0,1142,0.0,0.0,1,1,3,1,3,5,7,0,0.0,,,0,0.0,0.0,0.0,0.0,2,4,50,0,0,0,0,0.0,0,,0,1,2006,WD ,Normal,139500
2472,531367010,20,RL,91.0,11024,1,No,2,Lvl,2,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,3,2,PConc,4.0,3.0,3,1,0.0,1,0.0,1400.0,1400.0,GasA,4,1,4,1400,0,0,1400,0.0,0.0,2,0,3,1,3,6,7,0,0.0,Attchd,2005.0,2,2.0,612.0,3.0,3.0,2,144,55,0,0,0,0,0.0,0,,0,10,2006,New,Partial,186800
2473,531375060,20,RL,63.0,13072,1,No,3,Lvl,2,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1131.0,1131.0,GasA,4,1,4,1131,0,0,1131,0.0,0.0,1,1,3,1,3,6,7,0,0.0,,,0,0.0,0.0,0.0,0.0,2,0,39,0,0,0,0,0.0,0,,0,3,2006,New,Partial,132000
